seed, type, density, mode, subchromatique, idnoeud, score
1710090416, QUBG, 0.1, GCA, 0, 0, 0.537933
1710090416, QUBG, 0.1, GCA, 0, 1, 0.335186
1710090416, QUBG, 0.1, GCA, 0, 2, 0.55365
1710090416, QUBG, 0.1, GCA, 0, 3, 1
1710090416, QUBG, 0.1, GCA, 0, 4, 0.196133
1710090416, QUBG, 0.1, GCA, 0, 5, 0.315586
1710090416, QUBG, 0.1, GCA, 0, 6, 1
1710090416, QUBG, 0.1, GCA, 0, 7, 0
1710090416, QUBG, 0.1, GCA, 0, 8, 0.558307
1710090416, QUBG, 0.1, GCA, 0, 9, 0
1710090416, QUBG, 0.1, GCA, 0, 10, 1
1710090416, QUBG, 0.1, GCA, 0, 11, 0.301989
1710090416, QUBG, 0.1, GCA, 0, 12, 0.446725
1710090416, QUBG, 0.1, GCA, 0, 13, 1
1710090416, QUBG, 0.1, GCA, 0, 14, 0
1710090416, QUBG, 0.1, GCA, 0, 15, 0
1710090416, QUBG, 0.1, GCA, 0, 16, 0.345434
1710090416, QUBG, 0.1, GCA, 0, 17, 1
1710090416, QUBG, 0.1, GCA, 0, 18, 1
1710090416, QUBG, 0.1, GCA, 0, 19, 1
1710090416, QUBG, 0.1, GCA, 0, 20, 0.389743
1710090416, QUBG, 0.1, GCA, 0, 21, 0.37023
1710090416, QUBG, 0.1, GCA, 0, 22, 0.516346
1710090416, QUBG, 0.1, GCA, 0, 23, 0.387589
1710090416, QUBG, 0.1, GCA, 0, 24, 1
1710090416, QUBG, 0.1, GCA, 0, 25, 0.374581
1710090416, QUBG, 0.1, GCA, 0, 26, 0
1710090416, QUBG, 0.1, GCA, 0, 27, 0.462663
1710090416, QUBG, 0.1, GCA, 0, 28, 0
1710090416, QUBG, 0.1, GCA, 0, 29, 1
1710090416, QUBG, 0.1, GCA, 0, 30, 0.4854
1710090416, QUBG, 0.1, GCA, 0, 31, 1
1710090416, QUBG, 0.1, GCA, 0, 32, 0.782979
1710090416, QUBG, 0.1, GCA, 0, 33, 0.734339
1710090416, QUBG, 0.1, GCA, 0, 34, 0.515481
1710090416, QUBG, 0.1, GCA, 0, 35, 0.309246
1710090416, QUBG, 0.1, GCA, 0, 36, 0
1710090416, QUBG, 0.1, GCA, 0, 37, 0
1710090416, QUBG, 0.1, GCA, 0, 38, 1
1710090416, QUBG, 0.1, GCA, 0, 39, 0
1710090416, QUBG, 0.1, GCA, 0, 40, 1
1710090416, QUBG, 0.1, GCA, 0, 41, 1
1710090416, QUBG, 0.1, GCA, 0, 42, 1
1710090416, QUBG, 0.1, GCA, 0, 43, 0
1710090416, QUBG, 0.1, GCA, 0, 44, 1
1710090416, QUBG, 0.1, GCA, 0, 45, 0.511502
1710090416, QUBG, 0.1, GCA, 0, 46, 0.45908
1710090416, QUBG, 0.1, GCA, 0, 47, 0.494018
1710090416, QUBG, 0.1, GCA, 0, 48, 0.542474
1710090416, QUBG, 0.1, GCA, 0, 49, 1
1710090416, QUBG, 0.1, GCA, 0, 50, 0.319688
