seed, type, density, mode, subchromatique, idnoeud, score
1710090403, ER, 0.1, GCA, 0, 0, 0.524405
1710090403, ER, 0.1, GCA, 0, 1, 1
1710090403, ER, 0.1, GCA, 0, 2, 0.723895
1710090403, ER, 0.1, GCA, 0, 3, 1
1710090403, ER, 0.1, GCA, 0, 4, 1
1710090403, ER, 0.1, GCA, 0, 5, 1
1710090403, ER, 0.1, GCA, 0, 6, 1
1710090403, ER, 0.1, GCA, 0, 7, 1
1710090403, ER, 0.1, GCA, 0, 8, 1
1710090403, ER, 0.1, GCA, 0, 9, 1
1710090403, ER, 0.1, GCA, 0, 10, 1
1710090403, ER, 0.1, GCA, 0, 11, 0.433561
1710090403, ER, 0.1, GCA, 0, 12, 0.542517
1710090403, ER, 0.1, GCA, 0, 13, 1
1710090403, ER, 0.1, GCA, 0, 14, 0.508421
1710090403, ER, 0.1, GCA, 0, 15, 1
1710090403, ER, 0.1, GCA, 0, 16, 1
1710090403, ER, 0.1, GCA, 0, 17, 1
1710090403, ER, 0.1, GCA, 0, 18, 0.511956
1710090403, ER, 0.1, GCA, 0, 19, 0
1710090403, ER, 0.1, GCA, 0, 20, 1
1710090403, ER, 0.1, GCA, 0, 21, 1
1710090403, ER, 0.1, GCA, 0, 22, 1
1710090403, ER, 0.1, GCA, 0, 23, 1
1710090403, ER, 0.1, GCA, 0, 24, 1
1710090403, ER, 0.1, GCA, 0, 25, 1
1710090403, ER, 0.1, GCA, 0, 26, 1
1710090403, ER, 0.1, GCA, 0, 27, 1
1710090403, ER, 0.1, GCA, 0, 28, 1
1710090403, ER, 0.1, GCA, 0, 29, 1
1710090403, ER, 0.1, GCA, 0, 30, 0.504359
1710090403, ER, 0.1, GCA, 0, 31, 1
1710090403, ER, 0.1, GCA, 0, 32, 1
1710090403, ER, 0.1, GCA, 0, 33, 0.545097
1710090403, ER, 0.1, GCA, 0, 34, 1
1710090403, ER, 0.1, GCA, 0, 35, 0.554541
1710090403, ER, 0.1, GCA, 0, 36, 0.522381
1710090403, ER, 0.1, GCA, 0, 37, 1
1710090403, ER, 0.1, GCA, 0, 38, 1
1710090403, ER, 0.1, GCA, 0, 39, 1
1710090403, ER, 0.1, GCA, 0, 40, 1
1710090403, ER, 0.1, GCA, 0, 41, 1
1710090403, ER, 0.1, GCA, 0, 42, 1
1710090403, ER, 0.1, GCA, 0, 43, 1
1710090403, ER, 0.1, GCA, 0, 44, 1
1710090403, ER, 0.1, GCA, 0, 45, 1
1710090403, ER, 0.1, GCA, 0, 46, 1
1710090403, ER, 0.1, GCA, 0, 47, 0
1710090403, ER, 0.1, GCA, 0, 48, 1
1710090403, ER, 0.1, GCA, 0, 49, 1
1710090403, ER, 0.1, GCA, 0, 50, 1
1710090403, ER, 0.1, GCA, 0, 51, 0.566047
1710090403, ER, 0.1, GCA, 0, 52, 1
1710090403, ER, 0.1, GCA, 0, 53, 1
1710090403, ER, 0.1, GCA, 0, 54, 1
1710090403, ER, 0.1, GCA, 0, 55, 1
1710090403, ER, 0.1, GCA, 0, 56, 1
1710090403, ER, 0.1, GCA, 0, 57, 1
1710090403, ER, 0.1, GCA, 0, 58, 0.512111
1710090403, ER, 0.1, GCA, 0, 59, 0.51066
1710090403, ER, 0.1, GCA, 0, 60, 1
1710090403, ER, 0.1, GCA, 0, 61, 0.483403
1710090403, ER, 0.1, GCA, 0, 62, 0.544887
1710090403, ER, 0.1, GCA, 0, 63, 0
1710090403, ER, 0.1, GCA, 0, 64, 1
1710090403, ER, 0.1, GCA, 0, 65, 1
1710090403, ER, 0.1, GCA, 0, 66, 0.528628
1710090403, ER, 0.1, GCA, 0, 67, 1
1710090403, ER, 0.1, GCA, 0, 68, 1
1710090403, ER, 0.1, GCA, 0, 69, 0.50176
1710090403, ER, 0.1, GCA, 0, 70, 0.477998
1710090403, ER, 0.1, GCA, 0, 71, 1
1710090403, ER, 0.1, GCA, 0, 72, 1
1710090403, ER, 0.1, GCA, 0, 73, 0.539099
1710090403, ER, 0.1, GCA, 0, 74, 1
1710090403, ER, 0.1, GCA, 0, 75, 0.566439
